1104	2198	83
1104	2738	105
1104	3121	36
1104	3469	9
1104	3785	3
1104	4018	7
1104	4557	1
1104	5183	17
1104	5187	13
1104	6981	6
1104	7194	3
1104	7334	5
1104	8528	14
1104	8617	9
1104	8657	17
1104	9306	264
1104	9598	46
1104	9607	59
1104	10128	13
1104	10259	7
1104	10525	1
1104	11232	8
1104	11316	327
1104	11501	2
1104	11567	659
1104	11789	101
1104	11850	109
1104	11856	11
1104	11937	8
1104	11975	7
1104	12027	7
1104	12052	7
1104	12070	2
1104	12171	418
1104	13331	18
1104	13872	3
1104	13909	54
1104	14023	182
1104	14097	22
1104	14381	17
1104	14386	15
1104	15415	1
1104	15454	2
1104	15815	14
1104	16803	3
1104	17938	3
1104	20110	16
1104	20146	50
1104	20177	18
1104	20183	41
1104	20208	196
1104	21967	96
1104	24248	6
1104	25745	6
1104	25911	3
1104	26173	1
1104	26220	3
1104	27499	19
1104	27581	37
1104	27582	19
1104	27803	162
1104	27827	70
1104	27839	148
1104	27873	93
1104	28005	17
1104	29209	21
1104	29474	8
1104	29587	17
1104	30459	9
1104	30761	432
1104	30771	62
1104	30821	66
1104	30876	565
1104	31136	53
1104	31169	55
1104	31241	83
1104	34610	14
1104	34839	2
1104	34996	248
1104	35106	131
1104	35208	36
1104	35327	50
1104	35375	22
1104	35385	70
1104	38122	46
1104	38247	1
1104	38465	162
1104	39275	6
1104	39938	5
1104	41712	102
1104	41799	7
1104	42520	38
1104	43420	17
1104	43495	7
1104	43604	9
1104	44979	26
1104	45527	2
1104	45547	13
1104	45930	1
1104	47124	8
1104	47247	5
1104	49374	7
1104	49653	61
1104	51526	47
1104	54712	10
2198	2738	53
2198	3121	30
2198	3469	22
2198	3785	18
2198	4018	9
2198	4557	22
2198	5183	24
2198	5187	24
2198	6981	53
2198	7194	7
2198	7334	10
2198	8528	111
2198	8617	26
2198	8657	18
2198	9306	34
2198	9598	28
2198	9607	48
2198	10128	50
2198	10259	22
2198	10525	26
2198	11232	35
2198	11316	114
2198	11501	30
2198	11567	577
2198	11789	47
2198	11850	112
2198	11856	5
2198	11937	38
2198	11975	19
2198	12027	14
2198	12052	7
2198	12070	3
2198	12171	560
2198	13331	24
2198	13872	19
2198	13909	38
2198	14023	205
2198	14097	30
2198	14381	48
2198	14386	15
2198	15415	13
2198	15454	1
2198	15815	12
2198	16803	8
2198	17938	36
2198	20110	43
2198	20146	43
2198	20177	24
2198	20183	28
2198	20208	44
2198	21967	28
2198	23301	9
2198	24248	21
2198	25745	23
2198	25911	8
2198	26173	16
2198	26220	5
2198	27499	21
2198	27581	147
2198	27582	25
2198	27803	248
2198	27827	52
2198	27839	128
2198	27873	96
2198	28005	34
2198	29209	9
2198	29474	89
2198	29587	175
2198	30459	55
2198	30761	306
2198	30771	28
2198	30821	20
2198	30876	298
2198	31136	49
2198	31169	7
2198	31241	20
2198	34610	16
2198	34839	18
2198	34996	70
2198	35106	345
2198	35208	54
2198	35327	69
2198	35375	22
2198	35385	39
2198	38122	33
2198	38247	17
2198	38465	21
2198	39275	19
2198	39938	11
2198	41712	31
2198	41799	2
2198	42520	21
2198	43420	28
2198	43495	13
2198	43604	5
2198	44979	39
2198	45527	7
2198	45547	11
2198	45930	20
2198	47124	32
2198	47247	29
2198	49653	47
2198	51526	33
2198	54712	5
2738	3121	28
2738	3469	20
2738	3785	51
2738	4018	21
2738	4557	19
2738	5183	75
2738	5187	89
2738	6981	31
2738	7194	23
2738	7334	20
2738	8528	111
2738	8617	91
2738	8657	12
2738	9306	23
2738	9598	22
2738	9607	25
2738	10128	74
2738	10259	18
2738	10525	32
2738	11232	29
2738	11316	132
2738	11501	31
2738	11567	827
2738	11789	116
2738	11850	169
2738	11856	19
2738	11937	34
2738	11975	17
2738	12027	19
2738	12052	24
2738	12070	14
2738	12171	882
2738	13331	67
2738	13872	73
2738	13909	19
2738	14023	189
2738	14097	18
2738	14381	34
2738	14386	15
2738	15415	28
2738	15454	29
2738	15815	12
2738	16803	17
2738	17938	33
2738	20110	18
2738	20146	14
2738	20177	8
2738	20183	9
2738	20208	39
2738	21967	24
2738	23301	27
2738	24248	94
2738	25745	9
2738	25911	37
2738	26173	33
2738	26220	20
2738	27499	28
2738	27581	188
2738	27582	35
2738	27803	127
2738	27827	43
2738	27839	67
2738	27873	52
2738	28005	41
2738	29209	41
2738	29474	75
2738	29587	159
2738	30459	15
2738	30761	427
2738	30771	32
2738	30821	11
2738	30876	339
2738	31136	67
2738	31169	21
2738	31241	47
2738	34610	29
2738	34839	19
2738	34996	40
2738	35106	309
2738	35208	16
2738	35327	44
2738	35375	29
2738	35385	39
2738	38122	17
2738	38247	37
2738	38465	74
2738	39275	20
2738	39938	58
2738	41712	16
2738	41799	10
2738	42520	27
2738	43420	57
2738	43495	43
2738	43604	9
2738	44979	85
2738	45527	27
2738	45547	23
2738	45930	13
2738	47124	44
2738	47247	40
2738	49374	20
2738	49653	17
2738	51526	45
2738	54712	26
3121	3469	5
3121	3785	7
3121	4018	6
3121	4557	2
3121	5183	5
3121	5187	5
3121	6981	28
3121	7194	4
3121	7334	5
3121	8528	112
3121	8617	4
3121	8657	12
3121	9306	19
3121	9598	27
3121	9607	31
3121	10128	73
3121	10259	3
3121	10525	6
3121	11232	22
3121	11316	143
3121	11501	29
3121	11567	253
3121	11789	18
3121	11850	126
3121	11856	4
3121	11937	22
3121	11975	13
3121	12027	2
3121	12052	7
3121	12070	2
3121	12171	253
3121	13331	7
3121	13872	4
3121	13909	30
3121	14023	100
3121	14097	21
3121	14381	69
3121	14386	46
3121	15415	6
3121	15815	46
3121	16803	5
3121	17938	21
3121	20110	26
3121	20146	24
3121	20177	11
3121	20183	18
3121	20208	26
3121	21967	8
3121	23301	8
3121	24248	2
3121	25745	7
3121	26173	8
3121	26220	3
3121	27499	14
3121	27581	76
3121	27582	14
3121	27803	89
3121	27827	18
3121	27839	44
3121	27873	28
3121	28005	20
3121	29209	1
3121	29474	27
3121	29587	88
3121	30459	32
3121	30761	124
3121	30771	9
3121	30821	6
3121	30876	126
3121	31136	22
3121	31169	2
3121	31241	5
3121	34610	1
3121	34839	12
3121	34996	36
3121	35106	215
3121	35208	8
3121	35327	23
3121	35375	14
3121	35385	26
3121	38122	12
3121	38247	14
3121	38465	31
3121	39275	21
3121	39938	2
3121	41712	23
3121	41799	3
3121	42520	3
3121	43420	8
3121	43495	2
3121	43604	1
3121	44979	31
3121	45527	4
3121	45547	3
3121	45930	8
3121	47124	17
3121	47247	22
3121	49653	24
3121	51526	4
3121	54712	4
3469	3785	13
3469	4018	1
3469	4557	17
3469	5183	52
3469	5187	54
3469	6981	8
3469	7194	4
3469	7334	9
3469	8528	35
3469	8617	9
3469	8657	11
3469	9306	1
3469	9598	8
3469	9607	8
3469	10128	38
3469	10259	9
3469	10525	139
3469	11232	7
3469	11316	35
3469	11501	6
3469	11567	347
3469	11789	28
3469	11850	47
3469	11856	9
3469	11937	8
3469	11975	12
3469	12027	1
3469	12052	5
3469	12070	2
3469	12171	370
3469	13331	37
3469	13872	6
3469	13909	8
3469	14023	28
3469	14097	8
3469	14381	14
3469	14386	2
3469	15415	27
3469	15454	3
3469	15815	2
3469	16803	10
3469	17938	13
3469	20110	7
3469	20146	5
3469	20177	6
3469	20183	5
3469	20208	4
3469	21967	2
3469	23301	9
