1	19	1
1	34	1
1	35	1
1	52	1
1	53	1
2	3	1
2	14	1
2	44	1
2	57	1
2	58	1
3	14	1
3	44	1
3	57	1
3	58	1
4	33	1
4	50	1
5	9	1
6	17	1
6	21	1
6	26	1
7	31	1
7	45	1
8	11	1
8	12	1
8	13	1
8	18	1
8	30	1
8	42	1
9	38	1
9	46	1
9	47	1
10	20	1
10	27	1
10	28	1
10	54	1
11	12	1
11	13	1
11	18	1
11	30	1
11	42	1
12	13	1
12	18	1
12	30	1
12	42	1
13	18	1
13	30	1
13	42	1
14	15	2
14	16	1
14	22	1
14	24	2
14	25	2
14	32	1
14	37	2
14	44	1
14	49	4
14	55	2
14	57	1
14	58	1
15	24	2
15	37	2
15	49	2
16	22	1
16	32	1
17	21	1
17	23	1
17	26	1
17	29	1
17	39	1
17	40	1
17	56	1
18	30	1
18	42	1
19	34	1
19	35	1
19	52	1
19	53	1
20	27	1
20	28	1
20	54	1
21	26	1
22	32	1
23	29	1
23	39	1
23	40	1
23	56	1
24	37	2
24	49	2
25	49	2
25	55	2
27	28	1
27	54	1
28	54	1
29	39	1
29	40	1
29	56	1
30	42	1
31	45	1
33	50	1
34	35	1
34	52	1
34	53	1
35	52	1
35	53	1
36	41	1
36	43	1
36	48	1
36	51	1
37	49	2
38	46	1
38	47	1
39	40	1
39	56	1
40	56	1
41	43	1
41	48	1
41	51	1
43	48	1
43	51	1
44	57	1
44	58	1
46	47	1
48	51	1
49	55	2
52	53	1
57	58	1
