27	146	3
27	158	1
27	192	1
27	194	1
27	314	4
27	607	2
27	644	4
27	702	1
27	948	2
27	959	2
27	1095	6
27	1116	1
27	1226	1
27	1352	2
27	1582	1
27	1667	9
27	1678	1
27	1766	18
27	1808	5
27	1953	5
27	1986	2
27	2110	1
27	2274	6
27	2296	3
27	2462	5
27	2807	8
27	3137	1
27	3163	24
27	3166	9
27	3221	3
27	3378	1
27	3454	30
27	3487	5
27	3495	1
27	3602	2
27	3835	3
27	4117	1
27	4296	25
27	4315	1
27	4545	1
27	4594	1
27	4702	10
27	4716	13
27	4767	1
27	5060	1
27	5256	4
27	5315	1
27	5317	1
27	5357	2
27	5393	1
27	5546	1
27	5566	1
27	5625	4
27	5781	1
27	5868	2
27	5930	2
27	6017	7
27	6201	1
27	6277	1
27	6426	1
27	6528	1
27	6782	1
27	6969	2
27	7509	1
27	7743	2
27	7812	1
27	7922	1
27	8023	48
27	8282	92
27	8757	2
27	8933	1
27	8967	3
27	9012	3
27	9068	1
27	9137	1
27	9148	1
27	9314	1
27	9352	2
27	9391	1
27	9419	8
27	9427	1
27	9536	1
27	9652	1
27	9684	2
27	9700	1
27	9796	12
27	9897	1
27	10063	1
27	10310	2
27	10315	10
27	10321	3
27	10341	7
27	10587	1
27	10676	2
27	10680	3
27	11055	1
27	11341	1
27	11434	1
27	11552	1
27	11565	2
27	11620	4
27	11678	1
27	12165	2
27	12207	3
27	12241	1
27	12479	1
27	12613	1
27	12792	1
27	12825	2
27	13373	1
27	13506	1
27	13537	2
27	13784	1
27	13789	1
27	13944	1
27	14061	1
27	14109	8
27	14148	16
27	14288	1
27	14323	19
27	14911	1
27	15564	1
27	15576	1
27	15871	1
27	16001	1
27	16587	2
27	16743	23
27	16854	2
27	16904	5
27	17156	6
27	17207	2
27	17220	1
27	17269	10
27	17271	7
27	17272	127
27	17279	13
27	17358	8
27	17494	1
27	17605	2
27	17650	2
27	17655	3
27	17732	7
27	17960	4
27	17968	1
27	17996	2
27	18098	1
27	18348	49
27	18518	1
27	18617	6
27	18641	6
27	18680	1
27	18771	46
27	19092	1
27	19206	1
27	19209	1
27	19511	2
27	19546	2
27	20183	3
27	20397	3
27	20637	15
27	20733	2
27	20863	1
27	20959	17
27	21010	6
27	21263	3
27	21368	1
27	21419	1
27	21448	1
27	21644	1
27	22099	1
27	22113	7
27	22238	1
27	22318	1
27	23204	5
27	23390	2
27	23543	4
27	23638	2
27	24125	4
27	24477	2
27	24515	1
27	24542	5
27	24669	5
27	25451	7
27	25781	1
27	25797	1
27	25911	2
27	26011	1
27	26265	1
27	26428	1
27	26555	4
27	26559	1
27	26682	1
27	26715	13
27	26790	1
27	26965	2
27	27038	3
27	27201	1
27	27228	1
27	27275	1
27	27288	4
27	27429	1
27	27579	1
27	27979	1
27	28118	1
27	28475	1
27	28676	1
27	28692	2
27	28751	2
27	28870	1
27	28962	1
27	29027	1
27	29029	1
27	29038	1
27	29142	1
27	29154	1
27	29227	1
27	29251	1
27	29528	4
27	29681	3
27	29709	1
27	29721	3
27	29793	1
27	29801	4
27	29817	1
27	29877	1
27	29970	2
27	30250	2
27	30409	1
27	30426	1
27	30706	1
27	30857	1
27	30946	1
27	31063	2
27	31064	2
27	31068	1
27	31124	1
27	31443	1
27	31656	1
27	31661	1
27	31692	1
27	31698	1
27	31726	1
27	31728	3
27	31758	4
27	31771	1
27	31834	1
27	31893	14
27	32474	1
27	32913	5
27	33225	1
27	33295	1
27	33296	1
27	33417	2
27	33565	1
27	33567	1
27	33568	1
27	33583	8
27	33595	8
27	33650	1
27	33655	1
27	33679	6
27	33697	1
27	33888	7
27	34022	5
27	34032	1
27	34036	2
27	34045	17
27	34195	2
27	34218	2
27	34327	15
27	34329	8
27	34587	1
27	34695	28
27	34697	2
27	34719	3
27	34786	1
27	35058	2
27	35103	1
27	35136	3
27	35351	1
27	35452	1
27	35555	1
27	35617	1
27	35672	1
27	35751	1
27	36176	1
27	36526	1
27	36679	2
27	36699	3
27	36703	1
27	36731	1
27	36771	1
27	36891	1
27	37127	1
27	37450	2
27	37454	1
27	37476	1
27	37486	1
27	37489	2
27	37627	1
126	146	2
126	158	3
126	192	2
126	194	1
126	1352	1
126	1667	2
126	2282	1
126	2296	1
126	2309	1
126	4296	3
126	4716	1
126	5256	1
126	5566	1
126	5625	1
126	6969	1
126	8282	6
126	9419	1
126	9796	1
126	11055	1
126	11678	1
126	12165	1
126	16743	1
126	16781	1
126	17220	1
126	18348	4
126	18641	1
126	18771	2
126	19092	1
126	19406	1
126	19411	1
126	20024	1
126	20364	1
126	20397	1
126	20625	1
126	20637	1
126	22113	1
126	23204	1
126	23543	1
126	24125	2
126	24669	1
126	25300	1
126	25451	1
126	25453	1
126	25781	2
126	25883	1
126	26715	3
126	27275	2
126	27288	1
126	27678	1
126	28387	1
126	29528	1
126	30160	1
126	30250	2
126	30409	1
126	32911	1
126	33005	1
126	33655	1
126	33888	1
126	34327	1
126	34695	2
126	34861	1
126	35351	1
126	35617	1
126	35672	1
126	35987	1
126	36501	1
126	37454	1
126	37476	3
146	158	9
146	192	5
146	194	3
146	199	2
146	313	1
146	314	1
146	490	1
146	644	1
146	747	2
146	1095	1
146	1105	1
146	1160	1
146	1352	3
146	1667	5
146	1678	1
146	1766	6
146	1808	2
146	1953	3
146	1986	1
146	2013	1
146	2274	1
146	2296	3
146	2462	1
146	3163	4
146	3166	1
146	3454	11
146	3487	2
146	3521	1
146	3602	1
146	3835	1
146	4296	18
146	4315	2
146	4545	1
146	4594	1
146	4702	6
146	4716	5
146	4767	1
146	5256	7
146	5297	1
146	5566	1
146	5576	2
146	5617	1
146	5621	1
146	5625	2
146	6192	1
146	7161	3
146	7196	1
146	7492	2
146	7812	2
146	8023	8
146	8282	54
146	8751	1
146	9148	1
146	9419	7
146	9420	1
146	9652	1
146	9684	5
146	9796	4
146	10315	3
146	10569	1
146	10680	1
146	11055	1
146	11541	1
146	11565	5
146	11678	2
146	12000	1
146	12207	2
146	12241	1
146	12684	1
146	12792	1
146	12825	1
146	12924	1
146	13537	1
146	13768	1
146	13944	1
146	14109	1
146	14113	1
146	14148	4
146	14195	2
146	14666	1
146	16001	1
146	16632	1
146	16743	2
146	16781	1
146	16904	2
146	17207	2
146	17269	1
146	17271	2
146	17272	4
146	17358	1
146	17494	2
146	17684	2
146	17812	1
146	17960	1
146	17996	2
146	18119	1
146	18348	21
146	18602	1
146	18617	3
146	18641	3
146	18771	26
146	18876	1
146	19092	2
146	19206	3
146	20066	1
146	20183	1
146	20307	1
146	20553	1
146	20625	1
146	20637	10
146	20886	1
146	20959	8
146	21970	4
146	22113	3
146	22212	1
146	22238	2
146	22318	1
146	23204	2
146	23303	1
146	23390	2
146	23536	5
146	23543	3
146	23569	2
146	23638	4
146	23649	2
146	24125	2
146	24542	1
146	24669	2
146	25372	1
